STATE_NAME,STATE,DATE,CASE_TYPE,DEMO_GROUP,CASES
Massachusetts,25,2021-03-08,Partial Coverage,CASES_HispanicDisparity,3.0613530220773217
Minnesota,27,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Nebraska,31,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Ohio,39,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Oregon,41,2021-03-08,Partial Coverage,CASES_HispanicDisparity,3.3770368788001086
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Rhode Island,44,2021-03-08,Partial Coverage,CASES_HispanicDisparity,2.8917322280731343
South Dakota,46,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_HispanicDisparity,4.684600379394916
Virginia,51,2021-03-08,Partial Coverage,CASES_HispanicDisparity,3.119521780522807
Washington,53,2021-03-08,Partial Coverage,CASES_HispanicDisparity,1.5726481523599767
Connecticut,9,2021-03-08,Complete Coverage,CASES_HispanicDisparity,3.6125222129810917
District of Columbia,11,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Florida,12,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Illinois,17,2021-03-08,Complete Coverage,CASES_HispanicDisparity,2.5905128762561045
Maine,23,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Maryland,24,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Massachusetts,25,2021-03-08,Complete Coverage,CASES_HispanicDisparity,3.3191600511903374
Minnesota,27,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Nebraska,31,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Ohio,39,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Rhode Island,44,2021-03-08,Complete Coverage,CASES_HispanicDisparity,2.6077759272041807
Virginia,51,2021-03-08,Complete Coverage,CASES_HispanicDisparity,3.2378268009934636
Washington,53,2021-03-08,Complete Coverage,CASES_HispanicDisparity,6.1435017938265775
West Virginia,54,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
California,6,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_HispanicDisparity,5.271464393482332
Indiana,18,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Louisiana,22,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
North Carolina,37,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
West Virginia,54,2021-03-08,Partial Coverage,CASES_HispanicDisparity,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
North Carolina,37,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_HispanicDisparity,3.1805442423749195
Texas,48,2021-03-08,Partial Coverage,CASES_HispanicDisparity,2.0490207079267715
Texas,48,2021-03-08,Complete Coverage,CASES_HispanicDisparity,2.351230783164477
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_HispanicDisparity,2.794833398777594
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_HispanicDisparity,2.4142661976242015
Missouri,29,2021-03-08,Partial Coverage,CASES_HispanicDisparity,6.130434782608696
North Dakota,38,2021-03-08,Partial Coverage,CASES_HispanicDisparity,2.5222007722007724
Vermont,50,2021-03-08,Partial Coverage,CASES_HispanicDisparity,1.4692307692307693
Wisconsin,55,2021-03-08,Partial Coverage,CASES_HispanicDisparity,3.339622641509434
North Dakota,38,2021-03-08,Complete Coverage,CASES_HispanicDisparity,2.7954545454545454
Wisconsin,55,2021-03-08,Complete Coverage,CASES_HispanicDisparity,3.7037037037037033
Alabama,1,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Alaska,2,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Arizona,4,2021-03-08,Partial,CASES_HispanicDisparity,10.887347662308885
District of Columbia,11,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Florida,12,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Georgia,13,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Idaho,16,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Illinois,17,2021-03-08,Partial,CASES_HispanicDisparity,10.73389393050371
Kansas,20,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Kentucky,21,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Maine,23,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Maryland,24,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Massachusetts,25,2021-03-08,Partial,CASES_HispanicDisparity,21.620144367377915
Minnesota,27,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Mississippi,28,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Nebraska,31,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Ohio,39,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Oregon,41,2021-03-08,Partial,CASES_HispanicDisparity,21.750472650366905
Pennsylvania,42,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Rhode Island,44,2021-03-08,Partial,CASES_HispanicDisparity,14.85222843585833
South Dakota,46,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Utah,49,2021-03-08,Partial,CASES_HispanicDisparity,27.81967309501411
Virginia,51,2021-03-08,Partial,CASES_HispanicDisparity,28.79087539089196
Washington,53,2021-03-08,Partial,CASES_HispanicDisparity,10.502872489906267
Connecticut,9,2021-03-08,Complete,CASES_HispanicDisparity,17.81949596334279
District of Columbia,11,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Florida,12,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Illinois,17,2021-03-08,Complete,CASES_HispanicDisparity,12.196991804674012
Maine,23,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Maryland,24,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Massachusetts,25,2021-03-08,Complete,CASES_HispanicDisparity,23.440850815850816
Minnesota,27,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Mississippi,28,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Nebraska,31,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Ohio,39,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Pennsylvania,42,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Rhode Island,44,2021-03-08,Complete,CASES_HispanicDisparity,13.393800229621124
Virginia,51,2021-03-08,Complete,CASES_HispanicDisparity,29.882743100793558
Washington,53,2021-03-08,Complete,CASES_HispanicDisparity,41.02914939062696
West Virginia,54,2021-03-08,Complete,CASES_HispanicDisparity,0.0
California,6,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Colorado,8,2021-03-08,Partial,CASES_HispanicDisparity,18.880715705765404
Indiana,18,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Louisiana,22,2021-03-08,Partial,CASES_HispanicDisparity,0.0
North Carolina,37,2021-03-08,Partial,CASES_HispanicDisparity,0.0
West Virginia,54,2021-03-08,Partial,CASES_HispanicDisparity,0.0
Indiana,18,2021-03-08,Complete,CASES_HispanicDisparity,0.0
North Carolina,37,2021-03-08,Complete,CASES_HispanicDisparity,0.0
Delaware,10,2021-03-08 00:00:00,Partial,CASES_HispanicDisparity,29.98217468805704
Texas,48,2021-03-08,Partial,CASES_HispanicDisparity,3.1058756984469844
Texas,48,2021-03-08,Complete,CASES_HispanicDisparity,3.5639613219233524
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_HispanicDisparity,45.97185383074134
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_HispanicDisparity,39.71195306103884
Alabama,1,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
California,6,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_HispanicDisparity,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_HispanicDisparity,0.0
